id,temperature,vibration,humidity,pressure,energy_consumption,maintenance_required
8285,70.45,72.68,66.04,1.12,4.77,0
8286,68.29,46.41,69.7,2.09,1.75,0
8287,63.32,54.03,50.63,4.57,2.62,0
8288,74.59,72.74,54.36,2.47,2.94,0
8289,76.88,39.15,50.5,3.65,1.61,0
8290,54.83,50.24,54.28,3.6,3.29,0
8291,76.26,33.84,54.18,1.12,4.38,0
8292,82.34,42.41,67.01,3.18,3.98,0
8293,65.34,43.69,35.81,4.76,3.12,0
8294,61.6,60.2,57.06,4.18,4.06,0
8295,64.67,55.21,76.9,3.85,3.63,1
8296,69.8,80.93,53.27,2.32,2.75,1
8297,74.36,45.99,72.25,3.63,1.17,0
8298,63.35,56.47,34.7,2.98,2.7,0
8299,70.54,77.02,52.93,3.13,0.83,0
8300,72.49,43.96,45.07,3.15,2.08,0
8301,76.1,33.43,56.15,2.21,2.54,0
8302,60.01,62.23,43.48,1.87,1.77,1
8303,66.51,31.6,33.46,1.61,4.92,0
8304,67.13,43.14,52.45,3.25,4.49,1
8305,90.09,40.88,67.17,1.77,4.33,1
8306,84.61,27.09,68.63,4.83,1.36,1
8307,73.27,60.83,30.61,2.96,4.85,0
8308,58.93,41.31,60.52,4.79,3.75,0
8309,82.64,49.44,43.02,3.42,3.7,0
8310,85.64,32.13,63.83,1.98,3.87,0
8311,73.06,23.29,38.74,1.23,1.67,0
8312,69.01,71.7,33.9,2.37,1.1,0
8313,66.85,70.36,66.05,1.38,2.76,0
8314,80.68,68.04,51.74,3.3,4.13,0
8315,80.06,49.47,74.2,3.92,2.04,0
8316,63.18,69.06,36.49,3.27,3.98,1
8317,65.35,41.68,69.41,1.68,4.23,0
8318,63.16,65.64,33.72,3.93,1.91,0
8319,91.51,73.58,52.36,3.9,1.86,1
8320,76.5,64.56,78.7,2.79,1.74,0
8321,84.79,74.35,36.81,1.77,2.11,0
8322,74.96,65.83,53.77,1.21,1.53,0
8323,77.78,74.16,37.06,2.94,0.96,0
8324,70.7,54.06,73.42,2.14,3.64,0
8325,88.25,32.55,49.5,4.52,3.07,0
8326,76.83,59.15,39.59,3.41,1.58,0
8327,73.06,35.73,48.27,2.39,1.43,0
8328,55.12,64.74,35.39,3.65,1.42,0
8329,78.94,48.85,40.74,1.02,3.84,1
8330,78.85,39.12,73.51,3.07,3.72,0
8331,86.36,75.66,36.42,3.03,0.5,1
8332,70.63,58.89,45.84,1.5,2.48,0
8333,66.57,51.35,66.48,1.34,4.87,0
8334,91.98,31.48,37.32,4.15,1.51,1
8335,59.77,44.59,71.94,4.84,1.99,0
8336,65.74,52.71,62.83,2.1,4.95,0
8337,89.27,45.59,34.34,4.55,1.41,0
8338,83.43,52.1,37.46,3.91,3.13,0
8339,71.4,47.99,64.63,4.38,2.14,0
8340,71.75,30.85,64.17,1.63,3.54,0
8341,72.41,33.01,41.14,1.04,3.8,0
8342,82.73,64.94,39.67,1.78,4.2,0
8343,82.88,47.65,78.93,3.15,4.71,0
8344,80.44,22.87,74.71,1.9,3.1,0
8345,82.17,52.82,63.78,2.58,4.21,0
8346,80.15,43.4,31.47,2.68,1.31,0
8347,50.45,47.09,55.18,4.11,2.87,0
8348,78.24,71.5,54.65,2.87,4.73,0
8349,71.16,31.15,65.84,3.9,4.51,0
8350,96.38,43.03,48.77,4.04,3.55,1
8351,60.17,70.56,46.2,3.38,3.29,0
8352,62.7,66.57,34.73,1.04,4.34,0
8353,76.05,52.59,71.46,1.75,1.81,1
8354,62.78,72.91,32.17,3.15,3.47,0
8355,100.35,30.28,45.98,1.97,4.18,1
8356,80.54,42.42,51.51,4.76,1.09,0
8357,69.09,74.04,47.17,1.32,1.75,0
8358,78.88,43.37,60.53,3.26,4.09,0
8359,77.21,42.36,71.96,3.08,3.33,0
8360,68.49,46.47,42.35,1.12,2.8,0
8361,62.13,57.2,34.92,4.32,0.92,1
8362,63.73,54.66,55.93,1.74,3.06,0
8363,70.52,41.28,46.6,3.91,0.76,1
8364,84.83,25.76,62.74,4.41,1.65,0
8365,81.14,42.88,71.8,1.18,3.74,0
8366,96.89,31.33,52.46,4.17,2.44,1
8367,66.47,26.33,73.56,3.2,3.72,0
8368,62.99,53.65,57.26,3.95,0.51,0
8369,73.36,70.43,64.43,3.23,1.85,0
8370,79.3,41.91,31.59,2.73,2.29,0
8371,79.57,63.34,40.63,1.41,2.76,0
8372,78.59,33.51,37.47,4.61,1.51,0
8373,77.08,40.19,49.43,3.26,3.92,0
8374,69.53,49.24,70.32,3.04,2.55,0
8375,70.84,63.16,62.31,2.99,4.9,0
8376,90.73,63.85,33.71,4.22,4.31,1
8377,63.08,71.3,68.64,3.19,1.78,0
8378,77.44,37.13,73.66,4.11,1.02,0
8379,86.62,39.48,36.18,2.68,3.11,0
8380,64.85,45.26,62.92,2.03,2.5,0
8381,64.81,52.45,52.1,1.43,4.02,1
8382,77.87,58.25,42.08,4.8,1.15,0
8383,79.3,46.82,33.75,3.19,3.34,0
8384,71.84,45.86,75.19,2.27,4.72,1
8385,79.51,65.04,32.08,4.76,3.21,0
8386,58.54,62.02,73.32,3.56,0.73,0
8387,68.59,60.2,57.34,4.98,1.99,0
8388,86.6,36.82,37.57,3.95,0.75,0
8389,56.52,60.94,64.73,4.24,3.48,0
8390,95.53,54.92,79.55,1.36,0.64,1
8391,73.68,56.78,78.35,3.96,1.65,0
8392,91.07,40.08,65.62,3.07,2.46,1
8393,86.63,32.34,34.5,1.83,4.7,0
8394,77.25,28.77,73.04,1.2,0.98,0
8395,77.62,64.67,49.34,1.19,1.58,0
8396,93.94,52.13,76.47,4.94,4.97,1
8397,64.34,37.89,54.65,3.55,1.92,0
8398,73.89,52.16,41.71,4.82,1.22,0
8399,69.06,33.73,47.5,2.73,1.4,0
8400,66.66,74.19,61.51,2.24,0.63,0
8401,86.49,33.87,57.49,1.85,1.83,0
8402,78.89,40.09,38.66,3.4,1.22,1
8403,78.58,24.75,49.54,2.25,3.53,0
8404,78.62,69.37,67.51,3.02,2.8,0
8405,82.81,46.56,45.73,4.35,1.61,0
8406,73.11,45.34,34.71,2.17,1.2,0
8407,85.8,62.11,66.51,3.08,1.43,0
8408,74.05,44.16,65.56,3.76,0.66,0
8409,75.03,64.79,61.88,1.36,0.98,0
8410,71.21,34.01,76.54,4.05,3.1,0
8411,73.3,39.85,59.98,1.26,4.59,1
8412,78.01,43.59,37.23,2.58,2.58,0
8413,74.55,68.27,61.97,4.53,1.39,0
8414,66.76,58.36,65.2,4.14,2.83,0
8415,72.68,73.08,60.85,3.71,3.66,0
8416,71.67,41,76.9,4.14,3.26,0
8417,73.27,44.33,57.72,1.94,0.59,0
8418,56.11,33.89,75.24,3.01,4.01,0
8419,82.16,43.34,43.12,1.84,4.18,1
8420,73.14,61.59,56.85,2.82,3.21,0
8421,78.17,64.27,48.23,3.91,4.87,0
8422,79.93,44,49.67,3.39,4.12,0
8423,63.89,64.29,49.78,1.53,1.33,1
8424,80.98,79.21,63.86,2.72,2.83,0
8425,64.33,55.11,45.77,1.12,0.76,0
8426,78.08,29.26,45.48,1.14,3.85,0
8427,56.69,40.97,39.5,2.9,1.26,0
8428,52.5,59.09,68.24,1.66,4.58,0
8429,83.89,36.14,48.56,4.39,4.17,0
8430,80.03,38.27,31.36,1.55,1.65,0
8431,72.74,17.77,36.2,2.71,3.24,0
8432,74.12,53.71,44.79,3.12,3.41,0
8433,58.49,42.81,39.22,4.32,2.89,0
8434,74.1,45.05,76.61,3.64,3.34,0
8435,75.31,29.21,41.63,1.95,3.66,0
8436,69.92,72.7,30.74,4.82,2.69,0
8437,72.58,54.18,53.54,4.99,4.61,0
8438,64.41,52.54,41.49,3.69,0.61,0
8439,59.39,69.13,56.92,3.3,2.35,1
8440,75.93,40.51,76.32,4.95,4.45,0
8441,61.77,58.81,53.77,2.37,1.25,1
8442,78.78,47.42,58.44,3.34,2.98,0
8443,77.61,49.58,71.7,1.7,4.75,0
8444,84.5,22.18,39.87,1.59,4.22,0
8445,77.44,57.05,77.11,2.73,4.37,0
8446,104.42,38.56,34.14,2.76,1.93,1
8447,71,52.42,59.29,3.75,4.32,0
8448,77.9,39.67,76.92,3.96,2.22,0
8449,67.84,58.5,69.75,3.98,1.82,0
8450,84.4,40.62,60.51,4.33,3.72,0
8451,75.64,66.73,45.87,3.01,1.86,0
8452,56.43,59.18,68.95,1.9,3.6,0
8453,65.76,54.32,46.48,2.78,4.93,0
8454,72.4,42.95,34.85,4.57,2.92,0
8455,61.45,70.65,70.56,3.75,4.1,0
8456,79.41,22.63,59.06,4.59,1.99,0
8457,59.84,51.65,43.72,3.76,4.99,0
8458,71.87,40.05,69.17,3.25,4.77,0
8459,70.94,49.33,56.45,3.2,3.59,0
8460,83.96,64.33,69.77,3.94,3.15,0
8461,71.69,39.58,56.49,3.59,3.55,0
8462,82.37,43.27,71.68,3.1,1.35,0
8463,78,29.91,67.78,4.74,1.2,0
8464,62.44,85.24,66.15,2.6,2.28,1
8465,95.99,32.62,66.64,4,3.75,1
8466,84.73,91.55,72.22,2.8,3.42,1
8467,64.36,53.86,54.9,3.43,1.04,0
8468,63.3,56.44,65.35,2.34,0.93,1
8469,86.07,58.18,42.22,4.67,3.67,0
8470,82.9,31.55,79.43,1.89,3.28,0
8471,80.67,70.71,67.08,2.94,1.62,0
8472,64.27,48.35,52.7,3.38,4.38,0
8473,67.8,41.63,54.7,4.65,2.07,0
8474,87.01,59.23,46.44,3.12,1.59,0
8475,79.84,97.65,67.14,4.07,1.38,1
8476,66.58,47.93,33.2,2.24,1.71,0
8477,87.89,59.35,79.83,1.7,0.9,0
8478,93.95,55.08,40.57,1.25,2.14,1
8479,69.23,60.6,60.67,3.27,3.21,0
8480,67.29,42.34,42.98,3.27,0.92,0
8481,89.02,52.98,34.2,1.68,2.64,0
8482,90.42,41.58,33.1,1.9,1.96,1
8483,90.21,49.86,32.5,1.37,2.09,1
8484,78.1,19.81,37.04,2.15,2.95,0
8485,69.11,50.58,74.68,1.79,3.91,1
8486,83.3,56.74,33.45,2.71,4.01,0
8487,70.94,61.72,43.57,4.96,4.07,0
8488,70.34,56.28,52.23,3.2,2.67,0
8489,76.05,64.57,55.55,1.96,0.87,0
8490,74.49,36.97,67.67,3.25,4.46,0
8491,69.2,62.19,34.69,3.87,3.3,0
8492,63.65,26.5,45.48,1.94,0.55,1
8493,72.28,53.5,57.01,1.59,2.57,0
8494,68,34.13,56.92,2.03,4.61,0
8495,60.76,31.37,39.62,2.27,4.71,0
8496,76.13,51.3,41.81,2.52,2.7,0
8497,76.39,64.75,79.29,3.43,2.42,0
8498,81.94,58.36,30.26,4.99,3.81,0
8499,76.02,73.02,66.68,4.15,2.25,0
8500,73.95,50.23,59.11,1.65,2.49,1
8501,81.82,39.88,49.62,4.41,3.34,0
8502,76.06,61.2,45.79,4.52,3.19,0
8503,77.44,51.82,36.39,1.75,3.02,0
8504,80.1,58.87,51.96,1.83,1.38,0
8505,68.89,37.59,65.34,3.75,2.11,0
8506,84.19,71.2,41.43,2,3.44,0
8507,74.95,39.66,77.21,4.43,2.02,0
8508,73.51,46.98,62.39,4.87,1.4,0
8509,84.07,51.99,43.24,3.67,4.16,0
8510,69.82,55.07,66.19,1.58,3.56,0
8511,70.6,41.55,34.39,4.66,3.03,0
8512,79.54,85.72,68.83,2.66,1.83,1
8513,76.79,60.79,57.3,4.99,2.13,1
8514,107.9,50.71,39.54,3.38,4.02,1
8515,85.03,76.02,38.58,3.9,4.95,0
8516,51.07,81.1,65.95,1.3,4.81,1
8517,77.81,58.81,70.29,3.52,2.03,0
8518,56.56,53.82,59.82,1.75,1.63,0
8519,70.85,48.97,64.29,3.93,4.58,0
8520,76.76,31.2,47.71,4.23,1.3,0
8521,70.39,47.16,56.36,2.76,3.61,0
8522,53.09,46.86,54.05,1.17,0.55,1
8523,75.59,45.41,38.37,2.63,4.99,0
8524,69.37,36.03,66.26,3.56,1.38,0
8525,81.42,46.71,75.19,4.95,2.18,0
8526,56.03,46.86,41.26,2.37,1.5,0
8527,67.73,30.05,50.27,3.53,3.75,0
8528,83.15,30.77,77.03,4.93,1.46,0
8529,52.7,69.46,76.56,3.19,1.71,0
8530,79.76,34.85,53.55,1.61,1.95,0
8531,67.21,62.71,67.06,3.97,2.65,0
8532,72.66,65.61,43.17,4.1,2.33,0
8533,63.56,72.44,61.56,2.33,1.24,0
8534,71.86,40.71,56.26,4.01,0.85,0
8535,64.54,36.83,56.04,1.65,3.69,0
8536,62.75,19.22,36.61,3.55,1.85,0
8537,83.09,41.69,46.78,4.94,1.19,0
8538,73.65,57.84,68.69,2.24,2.93,0
8539,77.42,73.3,58.36,4.32,4.33,0
8540,75.67,64.82,37.15,2.92,3.56,0
8541,87.87,46.76,67.35,4.86,1.98,0
8542,78.82,47.86,46.95,3.05,3.81,0
8543,80.16,57.04,43.78,4.35,2.92,0
8544,82.21,30.1,49.37,1.89,4.26,0
8545,66.41,39.87,54.12,2.9,4.51,0
8546,92.78,57.72,61.88,4.97,2.34,1
8547,61.66,47.92,51.02,4.3,3.31,0
8548,77.93,51.63,63.68,3.15,1.45,0
8549,77.88,31.17,72.13,4.5,0.67,0
8550,98.78,49.61,65.59,2.65,3.54,1
8551,79.01,39.12,59.87,2.84,4.51,0
8552,67.28,35.96,66.85,2.96,3.72,0
8553,68.65,62.32,64.3,2.62,2.34,0
8554,70.53,42.19,41.22,3.13,4.26,0
8555,76.09,42.52,54.93,4.46,3.82,0
8556,76.87,46.26,43.01,2.46,0.55,0
8557,78.99,65.71,78.47,4.17,3.31,0
8558,75.26,80.52,66.52,3.33,4.72,1
8559,80.29,49.2,45.36,4.5,4.41,0
8560,63.58,79.51,30.46,1.39,2.79,1
8561,58.93,24.52,42.32,3.28,3.61,0
8562,86.02,38.4,76.67,1.59,3.79,0
8563,59.09,42.34,79.19,4.58,1.82,0
8564,74.12,65.66,32.28,1.32,4.93,0
8565,66.87,61.07,60.43,1.04,4.19,0
8566,92.62,59.35,60.15,4.18,1.85,1
8567,93.85,29.5,46.84,1.95,0.5,1
8568,75.13,25.98,58.13,4.68,0.63,0
8569,71.9,43.51,72.62,1.57,1.74,0
8570,72.48,33.45,38.55,3.13,2,0
8571,76.93,62.2,35.11,4.05,4.35,0
8572,83.55,41.35,38.29,3.77,3.61,0
8573,108.68,65.98,44.77,4.18,1.97,1
8574,64.41,44.42,38.1,3.7,0.63,0
8575,77.42,46.45,62.17,2.8,3.8,0
8576,73.45,31.61,43.66,1.25,1.64,0
8577,69.79,24.98,30.95,4.07,1.63,0
8578,70.65,68.33,71.84,3.63,3.12,0
8579,73.89,43.29,67.02,3.46,2.75,0
8580,76.97,49.91,31.16,4.2,1.9,1
8581,78.76,52.16,72.63,4.69,3.66,0
8582,79.99,46.92,36.8,1.11,1.6,0
8583,60.97,28.3,43.76,3.62,2.36,0
8584,68.27,41.94,49.1,1.99,4.75,0
8585,80.42,67.14,72.13,2.05,2.1,0
8586,89.39,42.53,34.7,4.01,4.11,1
8587,79.77,46.13,44.66,1.11,3.91,0
8588,72,41.14,78.86,2.36,1.8,0
8589,79.73,30.48,31.84,3.52,4.69,0
8590,77.55,62.9,78.69,1.54,3.9,0
8591,64.52,76.4,52.62,3.42,0.8,0
8592,73.24,40.45,57.82,4.74,3.75,0
8593,76.72,75.57,76.91,3.37,2.25,0
8594,82.2,49.47,39.73,4.65,3.25,0
8595,89.22,50.23,43.87,3.35,4.99,1
8596,92.89,27.89,76.68,1.45,0.73,1
8597,58.29,58.99,39.27,3.26,3.53,0
8598,73.12,65.74,59.46,4.25,3.42,0
8599,89.96,22.82,37.75,1.23,4.81,0
8600,82.73,48.69,41.88,1.08,4.89,1
8601,83.22,44.15,79.52,3.96,2.2,0
8602,67.71,30.4,55.92,3.27,0.96,0
8603,68.1,62.9,62.03,3.64,4.39,0
8604,81.59,47.06,73.4,2.71,4.78,1
8605,70.22,46.49,76.79,1.66,1.57,1
8606,63.65,41.56,41.54,2.39,1.9,0
8607,76.02,77.04,46.57,1.58,4.03,0
8608,73.07,61.13,41.22,3.72,1.74,0
8609,83.69,48.13,63.09,4.02,4.23,0
8610,79.11,30.27,39.6,1.72,4.63,0
8611,94.34,31.99,68.93,4.36,4.3,1
8612,65.1,56.51,51.89,3.14,1.53,0
8613,75.43,20.06,38.12,2.95,3.62,0
8614,80.66,69.01,56.64,1.37,4.67,0
8615,80.28,78.57,38.97,2.45,0.9,0
8616,77.57,60.91,63.37,4.17,1.09,0
8617,57.58,-3.02,75.05,4.22,1.68,1
8618,55.38,32.27,43.51,3.62,4.5,0
8619,64.25,36.41,71.06,3.88,3.93,0
8620,79.96,46.22,72.89,4.92,4.45,0
8621,56.01,43.05,38.29,3.29,0.54,0
8622,81.61,40.69,57.51,2.31,2.27,0
8623,71.97,43.04,43.22,1.92,4.61,0
8624,71.64,69.36,63.83,4.51,4.07,0
8625,94.43,61.41,73.74,1.26,2.14,1
8626,92.88,64.22,63.09,4.4,1.55,1
8627,68.26,63.61,70.36,1.84,0.87,0
8628,82.75,65.25,37.81,4.17,3.76,0
8629,75.38,68.53,63.75,2.7,2.63,0
8630,83.55,36.82,54.11,2.4,3.94,0
8631,71.09,69.52,49.67,3.08,2.76,0
8632,61.65,23,36.87,3.65,1.89,0
8633,74.58,59.2,76.14,4.12,2.38,0
8634,83.11,51.11,77.35,3.22,4.1,0
8635,73.62,67.71,69.06,1.14,3.26,0
8636,83.25,63.84,53.5,4.1,0.82,1
8637,87.74,26.4,60.36,2.51,3.02,0
8638,86.79,39.01,67.22,1.69,0.92,0
8639,79.7,47.15,71.37,1.61,3.53,0
8640,61.81,71.76,73.36,3.74,3.76,0
8641,55.26,60.59,42.95,1.54,1.87,0
8642,80.89,32.89,33.51,3.08,4.79,0
8643,82.82,47.51,79,4.84,4.1,0
8644,75.1,71.98,53.41,1.12,4.83,0
8645,77.63,18.28,65.72,3.28,1.5,0
8646,74.05,46.8,39.14,2.19,2.04,0
8647,75.69,47.6,49.67,3.66,4.7,0
8648,78.81,43.43,52.8,3.51,2.18,0
8649,84.04,42.28,70.25,2.96,0.66,0
8650,76.12,31.43,70.75,4.98,1.51,0
8651,75.18,41.85,69.99,4.97,1.76,0
8652,73.56,69.57,72.47,4.62,1.51,0
8653,77.32,52.15,39.9,3.68,1.4,0
8654,54.98,45.98,61.25,2.23,2.37,0
8655,84.13,58.44,79.88,1.74,1.04,0
8656,73.09,55.04,43.5,1.86,0.86,0
8657,67.17,14.31,44.94,2.73,2.47,0
8658,88.77,61.55,67.18,1.75,2.09,0
8659,72.26,68.5,69.73,3.63,2.25,1
8660,64.53,74.11,54.64,2.54,1.66,0
8661,82.42,49.33,52.81,1.12,0.98,0
8662,70.23,46.07,72.42,1.89,2.47,0
8663,71.25,32.83,52.63,3.64,3.1,0
8664,83.57,61.51,71.8,2.47,1.78,0
8665,84.85,56.54,55.11,1.44,4.08,1
8666,61.54,35.63,63.92,2.6,2.52,0
8667,74.2,49.06,35.25,4.93,2.55,0
8668,60.51,67.23,58.1,1.89,2.5,0
8669,70.7,61.77,56.94,2.65,4.43,1
8670,67.1,57.48,77.65,2.48,2.08,0
8671,85.53,48.91,75.86,3.27,4.58,0
8672,64.06,65.97,50.96,1.62,2.27,0
8673,80.45,52.51,46.32,3.17,2.16,0
8674,72.02,49.26,32.69,2.62,2.18,0
8675,59.03,45.47,41.31,4.69,1.03,0
8676,66.75,23.47,69.53,1.67,1.35,1
8677,62.02,28.97,79.27,4.51,2.99,0
8678,66.81,65.81,75.32,4.35,2.29,0
8679,64.91,30.41,56.65,1.46,1.95,0
8680,71.7,66.05,38.32,4.13,1.95,1
8681,84.58,42.38,58.73,4.43,1.78,0
8682,66.48,73.76,53.17,3.97,0.59,0
8683,63.68,48.56,48.87,3.93,3.43,1
8684,68.96,52.67,63.61,4.5,1.9,0
8685,71.98,33.95,67.49,1.57,1.87,1
8686,67.22,32.35,73.86,3.83,0.61,0
8687,62.05,21.04,40.84,4.88,3.32,1
8688,82.53,31.35,79.08,3.27,3.61,0
8689,80.77,48.54,54.45,1.72,4.37,1
8690,74.01,39.81,58.98,2.3,3.75,0
8691,90.09,61.98,78.76,2.71,1.75,1
8692,99.73,44.53,50.23,1.6,4.23,1
8693,88.28,78.36,38.68,3.55,4.24,0
8694,53.97,41.77,36.23,4.54,3.22,0
8695,78.12,8.26,45.97,3.19,1.33,0
8696,67.16,44.43,35.2,2.34,2.26,0
8697,71.42,45.43,71.46,2.21,3.98,0
8698,58.98,54.95,53.36,1.33,3.9,0
8699,77.63,52.81,63.99,4.38,0.63,0
8700,92.31,54.95,46.54,4.71,0.84,1
8701,74.35,47.62,49.46,2.91,3.45,0
8702,85.16,44.13,48.42,4.78,2.69,1
8703,78.44,39.34,75.24,3.53,1.42,0
8704,82.63,45.87,45.72,2.02,4.78,1
8705,52.3,42.67,33.93,4.58,1.86,0
8706,79.32,64.76,34.62,2.18,2.69,0
8707,83.48,69.78,45.68,2.62,0.8,0
8708,92.04,36.71,36.42,3.39,4.19,1
8709,60.6,69.22,66.1,1.19,4.77,0
8710,91.41,76.47,40.97,4.05,2.85,1
8711,71.7,50.57,70.9,1.44,3.14,0
8712,76.89,74.35,78.62,3.06,3.43,0
8713,84.44,78.7,79.29,1.05,4.87,0
8714,84.25,66.41,78.52,1.53,0.81,0
8715,57.77,63.89,38.63,2.16,4.43,0
8716,76.16,51.6,68.69,2.54,3.43,0
8717,64.41,56.81,55.95,3.48,2.46,0
8718,75.54,45.69,61.29,2.16,3.75,1
8719,68.92,40.66,58.95,4.68,3.02,0
8720,58.4,49.81,73.44,2.91,4.85,0
8721,64.87,67.03,35.49,1.57,0.69,0
8722,80.61,73.2,32.6,1.49,0.5,0
8723,78.47,42.65,55.32,2.92,1.4,1
8724,63.99,56.09,48.58,2.34,0.65,0
8725,69.26,61.27,76.83,2.38,3.74,0
8726,77.48,47.01,38.22,3.05,4.15,0
8727,77.91,51.33,49.36,1.9,3.43,1
8728,81.76,36.26,62.93,4.31,1.09,0
8729,77.31,39.67,35.88,4.34,2.19,0
8730,80.91,56.22,45.25,4.67,1.58,0
8731,74.34,40.7,71.37,4.87,2.6,1
8732,80,67.35,32.87,2.42,2.49,0
8733,91.05,63.17,73.25,3.95,1.77,1
8734,90.72,45.06,49.82,4.84,1.77,1
8735,75.37,36.52,40.49,3.11,4.41,0
8736,63.3,36.68,73.93,3.18,1.12,0
8737,88.44,41.42,56.81,4.47,2.94,0
8738,51.5,54.87,44.59,2.04,1.95,0
8739,80.2,51.97,35.62,2.88,3.12,0
8740,79.85,69.78,42.42,3.46,2.68,0
8741,75.48,70.92,37.84,1.65,1.85,0
8742,78.96,40.46,76.22,3.99,2.24,0
8743,61.8,57.26,42.01,3.45,3.2,0
8744,64.49,41.39,77.42,4.27,2.38,0
8745,62.2,56.89,55.43,1.75,3.85,0
8746,63.43,65.7,77.72,3.63,0.6,0
8747,67.97,13.24,41.87,2.02,1.11,0
8748,73.23,46.98,60.42,3.94,0.92,0
8749,84.98,42.67,78.41,1.82,3.54,0
8750,94.56,14.53,79.23,3.74,1.52,1
8751,66.72,32.06,45.2,4.13,3.47,0
8752,74.25,38.43,46.96,1.81,3,0
8753,75.99,40.91,68.08,1.44,2.46,0
8754,66.11,50.12,65.81,4.16,1,0
8755,70.37,61.7,46.97,2.76,1.52,0
8756,91.92,34.08,33.95,3.43,1.02,1
8757,86.97,70.77,48.6,3.35,1.46,0
8758,88.2,59.53,56.74,2.61,2.26,0
8759,80.53,49.81,35.28,3.14,2.71,0
8760,83.48,65.49,71.87,4.03,2,0
8761,78.63,66.88,51.21,2.19,2.86,0
8762,90.98,47.73,66.53,4.35,4.68,1
8763,45.82,72.7,31.23,3.55,2.21,0
8764,64.05,46.61,34.21,2.23,4.19,1
8765,60.22,56.01,70.73,3.72,0.59,0
8766,68.18,47.63,49.89,2.48,4.02,0
8767,75.53,41.38,44.5,1.82,4.05,0
8768,73.56,69.85,56.8,2.42,0.73,0
8769,66.47,74.78,60.23,4.34,1.86,0
8770,76.69,51.11,47.57,1.57,0.56,0
8771,78.46,74.29,72.75,2.99,3.84,0
8772,80.29,54.99,31.11,1.59,4.79,0
8773,82.62,31.97,42.29,1.35,4.93,0
8774,68.76,69.5,68.26,1.7,3.46,0
8775,85.01,61.97,65.02,3.01,4.99,0
8776,74.28,42.53,65.78,3.74,1,1
8777,82.53,55.74,66.44,3.49,3.83,0
8778,68.68,48.14,42.74,1.1,1.97,0
8779,92.16,62.61,52.96,1.42,3.03,1
8780,80.04,58.03,40.94,2.18,1.22,1
8781,76.13,45.96,31.79,2.39,3.17,0
8782,62.87,64.55,50.52,4.87,1.89,0
8783,85.87,28.93,67.01,1.72,4.39,0
8784,64.15,32.62,39.57,1.03,3.86,0
8785,97.17,41.61,31.52,3.31,1.26,1
8786,82.33,50.76,34,1.24,1.37,1
8787,61.95,64.25,48.92,3.56,4.69,0
8788,77.13,23.67,42.91,1.09,3,0
8789,94.67,58.02,54.87,2.16,1.86,1
8790,74.86,30.01,78.89,3.24,0.78,0
8791,71.42,56.33,37.97,2,4.01,0
8792,78.11,62.25,34.55,1.73,0.84,0
8793,67.45,49.5,34.63,1.37,2.04,0
8794,88.34,38.9,66.47,1.01,0.99,0
8795,66.44,53.06,42.39,1.74,1.91,0
8796,79.32,45.68,77.77,3.26,1.45,0
8797,87.51,47.51,33.83,1.54,2.62,0
8798,75.56,47.44,31.32,2.91,1.31,0
8799,87.91,40.25,57.53,1.01,2.13,0
8800,73.11,57.84,74.72,1.81,1.82,0
8801,63.74,61.65,35.51,3.01,0.84,0
8802,82.42,54.87,48.28,3.98,4.96,0
8803,78.37,44.98,50.57,2.68,2.79,0
8804,65.42,57.37,47.23,3.4,0.68,0
8805,74.13,15.67,33,1.02,3.55,0
8806,65.25,48.19,79.22,4.77,3.25,0
8807,74.94,74.41,75.85,2.14,1.23,0
8808,97.82,61.54,77.02,4.56,1.76,1
8809,84.59,51.63,46.71,3.45,2.52,0
8810,81.27,57.71,43.93,2.68,3.15,0
8811,76.69,67.71,50.2,3.25,2.21,0
8812,85.49,40.46,36.67,1.45,4.17,0
8813,75.78,46.46,52.7,3.15,4.57,0
8814,57.07,46.94,61.78,2.68,1.36,0
8815,61.61,38.6,33.53,1.17,4.26,0
8816,69.51,67.1,32.5,3.69,4.1,0
8817,70.79,70.32,58.13,3.27,4.15,0
8818,75.26,38.67,69.73,4.69,0.92,0
8819,86.87,69.13,59.74,4.52,0.77,0
8820,78.9,46.63,47.88,2.55,2.75,0
8821,76.78,42.82,76.77,1.05,4.73,0
8822,63.97,51.78,59.44,2.44,2.69,0
8823,73.46,35.37,58.73,4.67,2.53,0
8824,68.8,52.39,36.48,1.69,3.02,1
8825,64.77,52.05,47.37,3.74,4.67,0
8826,44.32,70.16,61,1.57,4.73,0
8827,63.16,35.78,60.06,1.68,3.11,0
8828,92.45,32.93,40.32,4.35,3.83,1
8829,86.65,51.67,50.72,4.83,3.24,0
8830,66.47,49.46,66.31,1.59,3.81,0
8831,70.17,58.63,52.63,4.97,2.07,0
8832,100.14,51.17,49.11,4.23,2.7,1
8833,98.8,61.5,43.05,4.54,3.66,1
8834,77.16,56.59,39.74,3.44,3.87,0
8835,82.48,77.99,41.31,3.84,4.71,0
8836,77.98,59.32,38.29,4.74,2.46,0
8837,71.86,48.92,76.34,2.13,2.47,0
8838,77.76,47.83,66.17,4.72,4.83,0
8839,81.3,50.2,49.41,4.81,4.23,0
8840,85.53,64.7,53.93,4.07,1.77,0
8841,78.28,47.55,64.32,3.87,4.61,0
8842,78.14,48.87,58.5,3.25,4.94,0
8843,62.35,53.29,78.81,1.24,2.97,0
8844,66.75,67.72,65.31,2.44,1.16,0
